header,subHeader,content
Lời Hay Ý Đẹp - Lại Văn Sâm FanClub ✅,0,"['yên_nghỉ', 'em', 'nhé', 'em', 'nguyễn', 'kim', 'oanh', 'sinh', 'năm', '1999', 'thái_bình', 'học', 'năm', 'thứ', '7', 'khoa', 'bác_sỹ', 'đa_khoa', 'đại_học', 'hà_nội', 'em', 'giỏi', '1', 'trong', '3', 'sinh_viên', 'thái_bình', 'thi', 'đỗ', 'bác', 'sỹ', 'nội_trú', 'bệnh_viện', 'đại_học', 'ngày', '892023', 'may', 'em', 'nạn_nhân', 'trong', 'vụ', 'cháy', 'chung_cư', 'mini', '2970', 'phố', 'khương', 'hạ', 'quận', 'thanh_xuân', 'hà_nội', 'em', 'đi', 'tuổi_đời', 'còn', 'quá', 'trẻ', 'mang', 'bao', 'mơ_ước', '1', 'tương_lai', 'nay', 'tất_cả', 'còn', 'cát', 'bụi', 'xin', 'chia', 'buồn', 'sâu_sắc', 'gia_đình']"
Rap Việt,0,"['ca_khúc', 'cảm_ơn', 'thuộc', 'ep', 'hidden', 'luv', '16', 'typh', 'phát_hành', 'lời', 'cảm_ơn', 'đến', 'xuất_hiện', 'trong', 'đời', 'anh', '16', 'typh', 'thích', 'cách', '16', 'typh', 'bước', 'cuộc', 'tình', 'mình', 'bằng', 'lời', 'cảm_ơn', 'đúng', 'câu', 'rap', 'quá_khứ', 'quá_khứ', 'còn', 'tương_lai', 'xảy', 'ta', 'hãy', 'trân_trọng', 'giây_phút', 'hiện_tại', 'luôn', 'món', 'quà', 'present']"
"Người Hải Phòng 
  · Theo dõi",0,"['độc', 'lạ', 'hải', 'phòng', 'xếp_hàng', 'mua', 'bánh', 'trung_thu', '34h', 'sáng', 'ở', 'thành_phố', 'cảng', 'thôi']"
Sóc Sóc - SSVN,0,"['em', 'zai', 'iu', 'taehyung', 'nhắc', 'đến', 'anh', 'hobi', 'trong', 'phỏng_vấn', 'apple', 'music', 'hãy', 'follow', 'chúng_mình', 'seokseokvn0218', 'twitter', 'nhau', 'mass', 'tweet', 'support', 'bạn', 'bé', 'dễ_dàng', 'hơn', 'seokseokvn', 'bts', 'jhope', '제이홉', '정호석', '방탄소년단제이홉', 'goldenmaindancer']"
Hoạt Hình Trung Quốc - Chinese Animation,0,"['vietsub', 'pv', 'hoạt', 'hìnhnam', 'đình', 'cốc_vi', 'một', 'thiếu_niên', 'muốn', 'đến', 'học_viện', 'mỹ_thuật', 'học', 'đại_học', 'gặp', 'một', 'vương', 'gia', 'lạnh_lùng', 'gây', 'phản_ứng_hóa', 'học', 'nam_đình_cốc_vi', 'chính_thức', 'công_bố', 'trailer', 'người', 'kỳ_dị', 'lạ_thường', 'liên_tục', 'xảy', 'số_mệnh', 'báo_hiệu', 'thay_đổi', 'ở']"
Đạo & Đời,0,"['phật', 'tâm', 'mong', 'trời', 'thu', 'biếc', 'mãi', 'dịu', 'êm', 'mong', 'hoa', 'khoe', 'sắc', 'nở', 'bên', 'thềm', 'mong', 'nắng', 'xua_tan', 'ngày', 'giông_bão', 'mong', 'bình_minh', 'rạng', 'xóa', 'màn', 'đêm', 'đời', 'người', 'biết_mấy', 'cuộc', 'bể_dâu', 'đời', 'bao', 'cay_đắng', 'trải', 'dãi_dầu', 'đời', 'oan_nghiệt', 'đầy', 'đau_khổ', 'đời', 'còn', 'say', 'tỉnh', 'biết', 'nông', 'sâu', 'người', 'bon_chen', 'lọc', 'lừa', 'người', 'còn', 'đong', 'đếm', 'hơn', 'thua', 'người', 'còn', 'thổn_thức', 'sầu', 'bi', 'lụy', 'người', 'xoay_vần', 'bán', 'mua', 'luôn', 'giữ', 'trong', 'tâm', 'một', 'chữ', 'thiền', 'luôn', 'nguyện', 'một', 'đời', 'mãi', 'yên', 'luôn', 'mong', 'gìn_giữ', 'lòng', 'thơm_thảo', 'luôn', 'tránh', 'thị_phi', 'bớt', 'muộn_phiền', 'cuộc_đời', 'lắm', 'đa', 'đoan', 'bao', 'kiếp', 'sống', 'quá', 'cơ_hàn', 'muôn', 'phận', 'người', 'bao', 'mảnh', 'ghép', 'tìm', 'an_lạc', 'giữa', 'nhân_gian', 'một', 'tấm', 'lòng', 'trong', 'gửi', 'giữa', 'đời', 'một', 'đời', 'ngay_thẳng', 'chẳng', 'hề', 'vơi', 'một', 'dạ', 'sắt_son', 'xin', 'trao_tặng', 'một', 'tiếng', 'yêu_thương', 'chẳng', 'nửa_vời', 'chữ', 'tâm', 'giữ', 'trọn', 'chẳng', 'phai_mờ', 'chữ', 'đức', 'gửi', 'áng', 'thơ', 'chữ_nhân', 'lễ_nghĩa', 'luôn', 'soi', 'sáng', 'chữ', 'chí', 'còn', 'lưu', 'thuở', 'dại_khờ', 'an_nhiên', 'hạnh_phúc', 'tháng_ngày', 'hòa', 'mặc_kệ', 'cuộc', 'trả', 'vay', 'bình', 'suy', 'thịnh', 'đừng', 'toan_tính', 'vui', 'bờ', 'giác', 'bến', 'mê', 'sưu_tầm', 'nam_mô', 'a_di_đà', 'phật', 'nam_mô', 'bổn', 'sư', 'thích', 'ca', 'mâu', 'ni', 'phật', 'nam_mô', 'dược', 'sư', 'lưu_ly', 'quang', 'vương', 'phật', 'nam_mô', 'đại_bi', 'quán_thế', 'âm', 'bồ_tát']"
"Bịch Bông, Tình Yêu Của Tôi :3",0,"['fan', 'may_mắn', 'gặp', 'taeyang', 'chị', 'dâu', 'hôm_nay', 'taeyang', '태양', '__youngbae__', 'bigbang', 'bigbangtinhyeucuatoithanhxuancuatoi']"
Weibo Việt Nam ,0,"['bà', 'nội', 'thêu', 'tấm', 'chăn', 'dính', 'đến', 'tháng', 'tôi', 'hai', 'chú', 'bướm', 'nhỏ', 'nhìn', 'thấy', 'hai', 'con', 'bươm_bướm', 'chăn', 'tôi', 'thấy', 'cảm_động_kinh_nguyệt', 'thứ', 'bẩn_thỉu', 'lần', 'dòng', 'thuỷ_triều', 'đỏ', 'cuộn', 'trào', 'tuôn', 'chúng_ta', 'có_thể', 'phá', 'kén', 'thành', 'bướm', 'ảnh', '金鱼a']"
"Vietnam EDM Festivals
  · Theo dõi",0,"['một', 'lời', 'cảm_ơn', 'một', 'tình_yêu', 'đẹp']"
𝙉𝙝𝙖𝙘 𝙣𝙖𝙮 𝙘𝙝𝙞𝙡𝙡 𝙥𝙝𝙚𝙩,0,"['tez', 'bản', 'demo', '1', 'ca_khúc', 'cơn', 'mơ', 'dần', 'phai', 'demo', 'vẻ', 'còn', 'suy', 'hơn', 'bài', 'thi', 'chung_kết', 'rap', 'việt', 'tez', 'cơn', 'mơ', 'dần', 'phai', 'demo', '1', 'tez']"
KP Media,0,"['chung_kết', 'giải', 's7', 'lý', 'nhân', 'mở_rộng', 'lần', '3', 'fc', 'phú', 'phúc', 'fc', 'aoe', 'công_đoàn', 'hn', '16h30', 'ngày', '1792023', 'cuộc', 'tranh_hùng', 'thật_sự', 'đáng', 'chờ_đợi', 'giữa', 'một', 'bên', 'dàn', 'hảo', 'thủ', 'thiện_chiến', 'dạn_dày', 'kinh_nghiệm', 'một', 'bên', 'đại_diện', 'trẻ_trung', 'táo_bạo', 'fc', 'aoe', 'công_đoàn', 'hn', 'khởi_đầu', 'mấy', 'suôn_sẻ', 'chơi', 'hay', 'lẫn', 'khó', 'lường', 'fc', 'phúc', 'phúc', 'thấy', 'sức_mạnh', 'đáng', 'gờm', 'nắm', 'trong', 'tay', 'đội_hình', 'giàu', 'chất_lượng', 'nguy_hiểm', 'có_thể', 'đến', 'mọi', 'vị_trí', 'sân', 'dành', 'danh_hiệu', 'vô_địch', 'lớn', 'nhỏ', 'đội', 'bóng', 'khác', 'nhau', 'có_lẽ', 'thao', 'hazard', 'thuận', 'nani', 'hải', 'triều', 'hay', 'toàn', 'gió', 'khao_khát', 'chiến_thắng', '2', 'đội', 'hừng_hực', 'khí_thế', 'hãy', 'đón', 'xem', 'liệu', 'đâu', 'đội', 'bóng', 'bước', 'bục', 'vinh_quang', 'cuối_cùng', 'ngày', '179', 'tới', 'sân', 'bóng', 'đt', '68', 'kpmedia', 'bongphuihanam', 'san7lynhanmoronglan3']"
MacLife & Đồng Bọn,0,"['anh_em', 'nào', 'cài', 'đc', 'giúp', 'iêm', 'máy', 'iêm', 'mac', 'm1']"
"Review du lịch, ăn uống Đà Nẵng - Hội An",0,"['mách', 'bạn', 'quán', 'cf', 'chụp', 'ảnh', 'trung_thu', 'sớm', 'siêu', 'xinh', 'chuptrungthu', 'reviewdanang', 'tiemcomin', 'thuevay']"
Trạm Dừng Chân,0,"['volkath', 'ngầu', 'lòi', 'ngày', 'nào', 'giờ', 'buff', 'xong', 'thấy', 'khác', 'mấy', 'neft']"
sneakersaigon.com,0,"['một', 'chủ', 'shop', 'chính_kiến', 'sr', 'nothugsmuado']"
Phối đồ nam,0,"['người', 'thái', 'ạ', 'cụ_thể', 'thái_nguyên']"
Lang thang Đà Nẵng,0,"['phát_hiện', 'sinh', 'ziên', 'rủ', 'nhau', 'dậy', 'sớm', 'đèo', 'uống', 'cà_phơ', 'hẹn', 'xuân', 'đến', 'hạ', 'đến', 'thu', 'đến', 'gần', 'mùa', 'mưa', 'thấy', 'đi']"
Orange Singer,0,"['official', 'poster', 'đau', 'đau', 'một_mình', 'music', 'video', 'orange', 'ft', '2000', '18092023', 'kênh', 'youtube', 'orange', 'singer', 'official', 'orangesinger', 'cmazor', 'codauthidaumotminh']"
KP Media,0,"['top', '10', 'bí_quyết', 'giúp', 'bạn', 'có_thể', 'chơi', 'tốt', 'vị_trí', 'trung_vệ', 'thòng', 'top', '1', 'kpmedia', 'giais7lynhanmoronglan3', 'bongdaphui', 'phuihanam']"
"Namluu292
  · Theo dõi",0,"['học', 'thêm', 'chút', 'tiếng', 'anh', 'tớ', 'namluu292']"
Duy Ton đã thêm một ảnh mới.,0,"['công_nhận', 'giỏi', 'ta', 'thoát', 'cảnh', 'mình', 'hạc', 'xương', 'mai', 'mừng', 'hết', 'nấc', 'luôn', 'transformation']"
"RAP VIỆT VEVO
  · Theo dõi",0,"['top', '3', 'xứng_đáng', 'fa', 'bạn', 'tài', 'bạn', 'top', '3', 'chán', 'hiếu', 'rapviet', 'rapvietmua3', 'huynhconghieu']"
Marvel ,0,"['thời_khắc', 'đếm', 'ngược', 'sắp', 'bắt_đầu', 'hãy', 'trải', 'nghiệm', 'biệt', 'đội', 'marvel', 'định_dạng', 'imax', 'rạp', '10112023', 'themarvels']"
"Phương Thanh cùng với Minh Dang và
4 người khác
.",0,"['mê', 'mê', 'màu', 'bánh', 'bên', 'e', 'làm', 'rau', 'củ', 'quả', 'k', 'màu', 'nhân_tạo', 'màu', 'công_nghiệp', 'nhé']"
Lớp Người Ta ,0,"['khối', 'tự_nhiên', 'xã_hội', 'chẳng', 'đội', 'trời', 'chung']"
Luyện thi Hồ Thành,0,"['khum', 'nhân', 'đôi', 'đouu', '10đ', 'đượt']"
Meow Meow TV,0,"['sư_tử', 'đá', 'ny', 'tôi', 'chốt', 'đơn', '2h', 'sáng', 'canh', 'nhà', 'kiểu']"
"𝑺𝒉𝒖𝒚𝒏𝒏.𝒖𝒏
  · Theo dõi",0,"['ủa', 'alooo', 'anh', 'zổ', 'ơi', 'onepiece']"
Dev ơi mình đi đâu thế?,0,"['bunjs', 'công_nghệ', 'mới', 'tham_vọng', 'thay_thế', 'nodejs', 'thế_giới', 'công_nghệ', 'luôn', 'vận_động', 'ngừng', 'lập_trình_viên', 'học', 'hết', 'công_nghệ', 'công_nghệ', 'mới', 'sinh', 'mới_đây', 'một', 'trong', 'công_nghệ', 'gây', 'chú_ý', 'đối_với', 'cộng_đồng', 'lập_trình_viên', 'bunjs', 'công_nghệ', 'sinh', 'tham_vọng', 'thay_thế', 'nodejs', 'deno', 'giúp', 'tăng_tốc_độ', 'tối_ưu', 'phần_mềm', 'hiện', 'mới', 'dành', 'linux', 'macos', 'nhóm', 'phát_triển', 'bunjs', 'nodejs', 'lịch_sử', 'phát_triển', 'hơn', '14', 'năm', 'layers', 'layers', 'tooling', 'chồng_chất', 'nhau', 'ảnh_hưởng', 'đến', 'tốc_độ', 'đoạn', 'code', 'thực_thi', 'js', 'chậm', 'trở_nên', 'phức_tạp', 'nhận', 'thấy', 'bunjs', 'ra_đời', 'loại_bỏ', 'hạn_chế', 'lập_trình_viên', 'thấy', 'vẻ', 'đẹp', 'js', 'nhà', 'phát_triển', 'biết', 'hiệu_suất', 'bunjs', 'gấp', '3', 'đến', '4', 'lần', 'deno', 'nodejs', 'lập_trình_viên', 'thử_nghiệm', 'bunjs', 'nhanh', 'mang', 'cảm_giác', 'nhanh', 'dù', 'mới', 'ra_mắt', 'phiên_bản', 'đầu_tiên', 'khá', 'thành_công', 'tạo', 'tiếng_vang', 'đối_với', 'cộng_đồng', 'lập_trình_viên', 'còn', 'quá', 'sớm', 'biết', 'nó', 'đủ', 'sức', 'thay_thế', 'nodejs', 'hay', 'bởi', 'thành_công', 'một', 'công_nghệ', 'đến', 'yếu_tố', 'hiệu_suất', 'một', 'trong', 'yếu_tố', 'thôi']"
Chìa Khoá Du Học Úc,1,"['ít', 'bẫy', 'khiến', 'du_học', 'úc', 'gặp', 'trắc_trở_follow', 'chìa', 'khóa', 'du_học', 'úc', 'rút', 'kinh_nghiệm', 'thuận', 'buồm', 'xuôi', 'gió', 'đến', 'xứ_sở', 'kangaroo', 'nhé']"
Internships & Jobs in Da Nang,0,"['ebest', 'tuyển_dụng', 'bạn', 'đam_mê', 'công_việc', 'giảng_dạy', 'tiếng', 'anh', 'thích', 'làm_việc', 'trong', 'môi_trường', 'năng_động', 'tràn_ngập', 'tiếng', 'cười', 'đơn', 'trà', 'sữa', 'đồng_nghiệp', 'ngày', 'đừng', 'bỏ_qua', 'cơ_hội', 'ứng_tuyển', 'vị_trí', '𝐆𝐢𝐚𝐨', '𝐯𝐢𝐞𝐧', '𝐝𝐚𝐲', '𝐭𝐢𝐞𝐧𝐠', '𝐀𝐧𝐡', '𝐆𝐢𝐚𝐨', '𝐭𝐢𝐞𝐩', '𝐯𝐚', '𝐓𝐎𝐄𝐈𝐂', '𝐟𝐮𝐥𝐥𝐭𝐢𝐦𝐞', 'ebest', 'english', 'nhé', 'mô_tả', 'chi_tiết', 'công_việc', 'mô_tả', 'công_việc', 'tiếp_nhận', 'training', 'phương_pháp', 'giảng_dạy', 'kỹ_năng', 'sư_phạm', 'kỹ_năng', 'làm_việc', 'khác', 'đứng', 'lớp', 'giảng_dạy', 'phối_hợp', 'giảng_dạy', 'giáo_viên', 'nước_ngoài', 'đối_với', 'giáo_viên', 'giao_tiếp', 'đứng', 'lớp', 'giảng_dạy', 'chương_trình', 'toeic', 'đối_với', 'giáo_viên', 'toeic', 'soạn', 'bài', 'chấm', 'sửa', 'bài_tập', 'về', 'nhà', 'học_viên', 'dạy', 'kèm', 'dạy', 'bù', 'bài', 'học_viên', 'cần_thiết', 'hỗ_trợ', 'hoạt_động', 'khác', 'trung_tâm', 'yêu_cầu', 'tốt_nghiệp', 'đại_học', 'ưu_tiên', 'chuyên_ngành', 'ngoại_ngữ', 'yêu', 'thích', 'định_hướng', 'giảng_dạy', 'lâu_dài', 'phát_âm', 'tốt', 'chứng_chỉ', 'ielts', '70', 'đối_với', 'giáo_viên', 'giao_tiếp', 'toeic', '850', 'đối_với', 'giáo_viên', 'toeic', '1', 'lợi_thế', 'yêu', 'nghề', 'dạy_học', 'trách_nhiệm', 'tinh_thần_học_hỏi', 'thời_gian', 'làm_việc', '13h30', '21h00', 'thứ', 'hai', 'đến', 'thứ', 'bảy', 'hàng', 'tuần', 'breaktime', '16h17h', 'hàng', 'ngày', 'quyền_lợi', 'lương', 'cao', 'thưởng', 'năng_lực', 'hấp_dẫn', 'cơ_hội', 'ký', 'hợp_đồng', 'làm_việc', 'fulltime', 'đóng', 'bhxh', 'bhyt', 'bhtn', 'chế_độ', 'phúc_lợi', 'khác', 'quy_định', 'công_ty', 'cơ_hội', 'đào_tạo', 'bài_bản', 'về', 'giảng_dạy', 'training', 'chuyên_nghiệp', 'về', 'phương_pháp', 'phản_xạ', 'chủ_động', 'độc_quyền', 'ebest', 'training', 'đầu', 'về', 'kỹ_năng', 'sư_phạm', 'kỹ_năng', 'đứng', 'lớp', 'kỹ_năng', 'tương_tác', 'học_viên', 'giờ', 'học', 'chất_lượng', 'nhất', 'training', 'về', 'kỹ_năng', 'làm_việc', 'văn_phòng', 'kỹ_năng', 'tư_vấn', 'học_viên', 'kỹ_năng', 'vi_tính', 'kỹ_năng', 'mềm', 'khác', 'môi_trường', 'làm_việc', 'năng_động', 'thân_thiện', 'chuyên_nghiệp', 'khuyến_khích', 'phát_triển', 'thành_viên', 'làm_việc', 'trực_tiếp', 'người', 'bản_xứ', 'company', 'trip', 'năm', '1', 'lần', 'thử', 'training', 'lương', '100', 'lương', 'cứng', 'lương', 'chính_thức', 'ứng_viên', 'vui_lòng', 'gửi', 'hồ_sơ', 'về', 'email', 'ebestenglishteamgmailcom', 'lưu_ý', 'cvcover', 'letter', 'vui_lòng', 'soạn', 'bằng', 'tiếng', 'anh', 'ebestenglish', 'ebesttuyendung', 'ebesthiring', 'ebestteacher', '𝙀𝙗𝙚𝙨𝙩', '𝙀𝙣𝙜𝙡𝙞𝙨𝙝', '𝙏𝙝𝙚', '𝙗𝙚𝙨𝙩', '𝙝𝙤𝙢𝙚', '𝙛𝙤𝙧', '𝙀𝙣𝙜𝙡𝙞𝙨𝙝', '𝙡𝙤𝙫𝙚𝙧𝙨', '𝐂𝐨', '𝐬𝐨', '𝟑𝟎𝟒', '222', '224', 'đuong', '304', 'hai', 'chau', 'đa', 'nang', 'sđt', '02366', '5678', '11', '𝐂𝐨', '𝐬𝐨', '𝐍𝐠𝐚', '𝐁𝐚', '𝐇𝐮𝐞', '95', 'hoàng', 'thị', 'loan', 'liên', 'chiểu', 'đà_nẵng', 'sđt', '02366', '5678', '12', 'hotline', '0931', '900', '255']"
HÀ NỘI News ,0,"['thay_đổi', 'rút', 'kinh_nghiệm', 'hình_ảnh', 'thang', 'thoát', 'hiểm', 'hàn', 'bên', 'ngoài', 'không_gian', '1', 'chung_cư', 'mini', 'hà_nội']"
One Piece News,0,"['chính', 'siêu', 'tân_binh', 'thời_đại', 'mới']"
Tiếng Anh giao tiếp Langmaster ,0,"['mời', 'thanh_niên', 'trả_lời', 'funfun', 'sharedbylangmaster', 'tienganhgiaotieplangmasfunfun', 'ảnh', 'cắt', 'từ_chương_trình']"
"Daliet's Crush - Hộp rắc moe của Nielie
  · Theo dõi",0,"['bự', 'con', 'dị', 'thui', 'tâm_hồn', 'em', 'bé', 'ㅋㅋㅋ']"
Tiếng Anh giao tiếp Langmaster ,0,"['sau_này', 'dù', 'thiếu_thốn', 'thế_nào', 'nhất_định', 'tôi', 'con_cái', 'ăn_học', 'đầy_đủ', 'funfun', 'sharedbylangmaster', 'tienganhgiaotieplangmaster', 'ảnh', 'st']"
Gen Z Có Gì Vui,0,"['khoảnh_khắc', 'thời', 'học_sinh', 'đáng', 'nhớ', 'genzcogivui']"
So much closer,0,"['available', 'english', 'hộp', 'muốn', 'bạn', 'bồi_đắp', 'trí', 'thông_minh', 'cảm_xúc', 'bạn', 'thân_mến', 'thế_giới', 'trở_nên', 'thông_minh', 'hơn', 'ngày', 'vật_dụng', 'tưởng', 'vô_tri', 'dần', 'cài_đặt', 'nó', 'năng_lực', 'suy_luận', 'riêng', 'mình', 'giờ_đây', 'con_người', 'quay', 'về', 'chính', 'mình', 'tự', 'hỏi', 'mình', 'có_thể', 'thông_minh', 'hơn', 'thế_nào', 'vị_trí', 'mình', 'ở', 'đâu', 'mình', 'có_thể', 'làm', 'cuộc_sống', 'một', 'trong', 'đáp_án', 'quan_trọng', 'câu', 'hỏi', 'chính', 'bồi_đắp', 'trí', 'thông_minh', 'cảm_xúc', 'thứ', 'thế_giới', 'chắc_chắn', 'bạn', 'mang', 'đến', 'hơn', 'trong', 'ngày', 'sắp', 'tới', 'thông_minh', 'cảm_xúc', 'bạn', 'có_thể', 'hiểu', 'nó', 'thật', 'đơn_giản', 'năng_lực', 'hiểu', 'mình', 'hiểu', 'người', 'sâu_sắc', 'đưa', 'quyết_định', 'tối_ưu', 'nhất', 'hoặc', 'hiểu', 'nó', 'đầy_đủ', 'hơn', 'thông_qua', '5', 'hạng_mục', 'thiết_yếu', 'nhà', 'tâm_lý_học', 'daniel', 'goleman', 'phân_tách', 'tổng_hợp', '1', 'tự', 'nhận_thức', 'tự', 'nhận_thức', 'có_thể', 'định_nghĩa', 'đơn_giản', 'khả_năng', 'đánh_giá', 'khách_quan', 'chính', 'mình', 'cách', 'mình', 'hiện_diện', 'trong', 'mắt', 'mọi', 'người', 'nguồn', 'nguyên_liệu', 'thô', 'cần_thiết', 'nhất', 'xây_dựng', 'năng_lực', 'cảm_xúc', 'khác', '2', 'kiểm_soát', 'cảm_xúc', 'năng_lực', 'phép', 'bản_thân', 'cảm_nhận', 'xúc_cảm', 'chúng', 'điều_khiển', 'mình', '3', 'động_lực', 'tại_sao', 'bạn', 'làm', 'bạn', 'làm', 'trì_hoãn', 'bạn', 'biết', 'rõ', 'mình', 'động_lực', 'khả_năng', 'trả_lời', 'chân_thật', 'câu', 'hỏi', 'tại_sao', 'bên', 'trong', 'mình', 'nhờ', 'giữ', 'nhịp_điệu', 'tiến', 'về', 'phía', '4', 'đồng_cảm_khả_năng', 'đặt', 'mình', 'vị_trí', 'người', 'khác', '5', 'kỹ_năng', 'xã_hội', 'năng_lực', 'xử_lý', 'mối', 'quan_hệ', 'một_cách', 'tinh_tế', 'phù_hợp', 'tình_huống', 'hộp', 'emotional', 'intelligence', 'lần_lượt', 'đưa', 'bạn', 'đi', '5', 'vùng', 'năng_lực', 'bằng', 'câu', 'hỏi', 'bài_tập', 'đơn_giản', 'đến', 'phức_tạp', 'bạn', 'có_thể', 'thực_hành', 'tuy_nhiên', 'giống', 'tập_thể_dục', 'duy_trì', 'sức_khoẻ', 'bản_thân', 'thách_thức', 'lớn', 'nhất', 'ở', 'ở', 'độ', 'khó', 'ở', 'chỗ', 'bạn', 'sẵn_lòng', 'dành', 'đời', 'luyện_tập', 'hay', 'bởi_vì', 'cuối_cùng', 'trí', 'thông_minh', 'cảm_xúc', 'thể_hiện', 'rõ', 'nhất', 'ở', 'thói_quen', 'lối', 'sống', 'lối', 'hành', 'xử', 'bạn', 'nó', 'thứ', 'thông_minh', 'mơ_hồ', 'không_thể', 'nắm_bắt', 'kết_quả', 'rõ_ràng', 'nói', 'ngắn_gọn', 'chính', 'tính_cách', 'một', 'người', 'oldfashioned', 'word', 'body', 'skills', 'emotional', 'intelligence', 'represents', 'character', 'daniel', 'goleman', 'vị_trí', 'mình', 'ở', 'đâu', 'mình', 'có_thể', 'làm', 'cuộc_sống', 'nhà', 'triết_học', 'cổ_đại', 'heraclitus', 'cô_đúc', 'một', 'câu', 'trả_lời', 'thật', 'đầy_đủ', 'vài', 'đơn_giản', 'tính_cách', 'số_phận', 'tất_cả', 'chúng_ta_đây', 'chính', 'tự_do', 'đầu_tiên', 'cuối_cùng', '__', 'thông_tin', 'chi_tiết', 'ngôn_ngữ', 'tiếng', 'anh', 'bộ', 'thẻ', '68', 'lá', 'chia', 'thành', '5', 'hạng_mục', 'trí', 'thông_minh', 'cảm_xúc', 'tự', 'nhận_thức', 'kiểm_soát', 'cảm_xúc_động_lực', 'đồng_cảm', 'kỹ_năng', 'xã_hội', 'lá', 'bao_gồm', 'câu', 'hỏi', 'gợi_ý', 'bài_tập', 'phát_triển', 'năng_lực', 'nhỏ', 'trong', '5', 'mục', 'kích_thước', '7x12cm', 'chất_liệu', 'giấy', 'mỹ_thuật', '280gsm', 'minh_hoạ', 'eric', 'nguyễn', 'giá', '380000vnd', '_____', 'deck', 'cards', 'created', 'work', 'emotional', 'intelligence', 'humans', 'emotional', 'creatures', 'blessing', 'curse', 'lot', 'times', 'emotion', 'drives', 'us', 'crazy', 'things', 'would', 'later', 'regret', 'learning', 'work', 'important', 'mission', 'work', 'life', 'helps', 'us', 'become', 'better', 'people', 'around', 'us', 'little', 'profound', 'ways', 'kind', 'always', 'angry', 'kind', 'always', 'heavy', 'deck', 'guide', '5', 'critical', 'components', 'emotional', 'intelligence', 'according', 'dr', 'daniel', 'goleman', 'one', 'independent', 'part', 'much', 'related', 'getting', 'better', 'one', 'definitely', 'accelerate', 'journey', '1', 'selfawareness', 'selfawareness', 'defined', 'simply', 'ability', 'objectively', 'assess', 'come', 'across', 'raw', 'material', 'required', 'craft', 'emotional', 'abilities', '2', 'emotional', 'regulation', 'ability', 'feel', 'feelings', 'let', 'control', '3', 'motivation', 'things', 'avoid', 'things', 'know', 'need', 'motivation', 'ability', 'deeply', 'understand', 'thus', 'keep', 'moving', 'forward', '4', 'empathy', 'empathy', 'ability', 'put', 'peoples', 'shoes', '5', 'social', 'skills', 'ability', 'handle', 'relationships', 'grace', 'oldfashioned', 'word', 'body', 'skills', 'emotional', 'intelligence', 'represents', 'character', 'daniel', 'goleman', 'truth', 'dont', 'get', 'want', 'life', 'get', 'character', 'traits', 'want', 'build', 'character', 'flaws', 'want', 'fix', 'want', 'become', 'cant', 'ignore', 'questions', 'getting', 'important', 'day', 'world', 'artificial', 'intelligence', 'human', 'authenticity', 'heraclitus', 'said', 'mans', 'character', 'fate', 'hope', 'journey', 'find', 'allowed', 'change', 'something', 'afraid', 'something', 'hope', 'allowed', 'change', '__', 'detail', 'language', 'english', '68', 'cards', 'divided', '5', 'components', 'emotional', 'intelligence', 'selfawareness', 'emotional', 'regulation', 'motivation', 'empathy', 'social', 'skills', 'content', 'prompts', 'exercises', 'help', 'nurture', 'develop', 'areas', 'emotional', 'capacity', 'size', '7x12cm', 'materials', 'art', 'paper', '280gsm', 'illustrated', 'eric', 'nguyễn', 'price', '380000vnd']"
Cafe Đường Phố,0,"['ngày', 'đầu', 'dẫn', 'người_yêu', 'về', 'ra_mắt', 'kiểu']"
Tiếng Anh giao tiếp Langmaster ,0,"['ipa', 'gây', 'lú', 'nha', 'sưu_tầm', 'tienganhgiaotiep', 'langmaster', 'tienganhgiaotieplangmaster']"
"Quên cậu, điều tôi không thể",0,"['minh', 'mat', 'tat', 'ca', 'roi']"
Sinh Viên IT,0,"['tại_sao', 'sinh_viên', 'một', 'con', 'vpshosting', 'vps', 'một', 'server', 'ảo', 'cài', 'sẵn', 'hệ', 'điều_hành', 'bạn', 'có_thể', 'truy_cập', 'server', 'quyền', 'root', 'cao', 'nhất', 'muốn', 'làm', 'hiện_nay', 'muốn', 'đưa', 'một', 'trang_web', 'mạng', 'ta', 'thường', 'đi', 'thuê', 'hosting', 'về', 'bản_chất', 'hosting', 'vps', 'dùng', 'chung', 'tài_nguyên', 'một', 'con', 'server', 'khá', 'bự', 'tuy_nhiên', 'dùng', 'vps', 'thoải_mái', 'ít', 'gò_bó', 'hơn', 'hosting', 'vps', 'có_thể', 'làm', 'triển_khai', 'project', 'bạn', 'viết', 'cài', 'wp', 'tạo', 'blog', 'riêng', 'tận_dụng', 'vps', 'học', 'về', 'ubuntulinux', 'ngoài_ra', 'bạn', 'còn', 'có_thể', 'tha_hồ', 'cài_đặt', 'đủ', 'thứ', 'ngôn_ngữ', 'lập_trình', 'triển_khai', 'ứng_dụng', 'mình']"
